track_id,track_name,artist_name,platform,country_or_region,market_type,release_date,genre,content_type,lyric_style,language,plays_or_views,likes,comments,shares,saves_or_favorites,revenue_usd,currency,source_type,source_file_or_url,notes
,,,,,,,,,,,,,,,,,,,,
